age,,education,education-num,race,capital-gain,capital-loss,hours-per-week,native-country,Income
32,115745, Some-college,10, White,0,0,40, United-States, <=50K
44,116632, Assoc-acdm,12, White,0,0,40, United-States, <=50K
54,288825, HS-grad,9, Black,0,0,40, United-States, <=50K
32,132601, Bachelors,13, White,0,0,50, United-States, <=50K
50,193374, 1st-4th,2, White,0,0,40, United-States, <=50K
24,170070, Bachelors,13, White,0,0,20, United-States, <=50K
37,126708, HS-grad,9, White,0,0,60, United-States, <=50K
52,35598, HS-grad,9, White,0,0,40, United-States, <=50K
38,33983, Some-college,10, White,0,0,40, United-States, <=50K
49,192776, Masters,14, White,0,1977,45, United-States, >50K
30,118551, Bachelors,13, White,0,0,16, United-States, >50K
60,201965, Some-college,10, White,0,0,40, United-States, >50K
22,139883, Some-college,10, White,0,0,40, United-States, <=50K
35,285020, HS-grad,9, White,0,0,40, United-States, <=50K
30,303990, HS-grad,9, White,0,0,60, United-States, <=50K
67,49401, Assoc-voc,11, White,0,0,24, United-States, <=50K
46,279196, Bachelors,13, White,0,0,40, United-States, <=50K
17,211870, 9th,5, White,0,0,6, United-States, <=50K
22,281432, Some-college,10, White,0,0,30, United-States, <=50K
27,161155, 10th,6, White,0,0,40, United-States, <=50K
23,197904, HS-grad,9, White,0,0,35, United-States, <=50K
33,111746, Assoc-acdm,12, White,0,0,45, Portugal, <=50K
43,170721, Some-college,10, White,0,0,20, United-States, <=50K
28,70100, Bachelors,13, White,0,0,20, United-States, <=50K
41,193626, HS-grad,9, White,0,0,40, United-States, <=50K
52,271749, 12th,8, Black,594,0,40, United-States, <=50K
25,189775, Some-college,10, Black,0,0,20, United-States, <=50K
63,401531, 1st-4th,2, White,0,0,35, United-States, <=50K
59,286967, HS-grad,9, White,0,0,45, United-States, <=50K
45,164427, Bachelors,13, White,0,0,40, United-States, <=50K
38,91039, Bachelors,13, White,15024,0,60, United-States, >50K
40,347934, HS-grad,9, White,0,0,35, United-States, <=50K
46,371373, HS-grad,9, White,0,0,40, United-States, <=50K
35,32220, Assoc-acdm,12, White,0,0,60, United-States, <=50K
34,187251, HS-grad,9, White,0,0,25, United-States, <=50K
33,178107, Bachelors,13, White,0,0,20, United-States, <=50K
41,343121, HS-grad,9, White,0,0,36, United-States, <=50K
20,262749, Some-college,10, White,0,0,40, United-States, <=50K
23,403107, 5th-6th,3, White,0,0,40, El-Salvador, <=50K
26,64293, Some-college,10, White,0,0,35, United-States, <=50K
72,303588, HS-grad,9, White,0,0,20, United-States, <=50K
23,324960, HS-grad,9, White,0,0,40, Poland, <=50K
62,114060, HS-grad,9, White,0,0,40, United-States, <=50K
52,48925, Some-college,10, White,0,0,40, United-States, <=50K
58,180980, Some-college,10, White,0,0,42, France, <=50K
25,181054, Bachelors,13, White,0,0,40, United-States, <=50K
24,388093, Bachelors,13, Black,0,0,40, United-States, <=50K
19,249609, Some-college,10, White,0,0,8, United-States, <=50K
43,112131, Some-college,10, White,0,0,40, United-States, <=50K
47,543162, HS-grad,9, Black,0,0,40, United-States, <=50K
39,91996, HS-grad,9, White,0,0,40, United-States, <=50K
49,141944, Assoc-voc,11, White,0,1380,42, United-States, <=50K
53,251804, 5th-6th,3, Black,0,0,30, United-States, <=50K
32,37070, Assoc-voc,11, White,0,0,45, United-States, <=50K
34,337587, Some-college,10, White,0,0,50, United-States, >50K
28,189346, HS-grad,9, White,0,0,45, United-States, <=50K
57,222216, Assoc-voc,11, White,0,0,38, United-States, <=50K
25,267044, Some-college,10, Amer-Indian-Eskimo,0,0,20, United-States, <=50K
20,214635, Some-college,10, White,0,0,24, United-States, <=50K
21,204226, Some-college,10, White,0,0,35, United-States, <=50K
34,108116, Bachelors,13, White,0,0,50, United-States, >50K
38,99146, Bachelors,13, White,15024,0,80, United-States, >50K
50,196232, HS-grad,9, White,7688,0,50, United-States, >50K
24,248344, Some-college,10, Black,0,0,50, United-States, <=50K
37,186035, Some-college,10, White,0,0,45, United-States, >50K
44,177905, Some-college,10, White,0,0,58, United-States, >50K
28,85812, Some-college,10, White,0,0,40, United-States, <=50K
42,221172, Bachelors,13, White,0,0,40, United-States, >50K
74,99183, Some-college,10, White,0,0,9, United-States, <=50K
38,190387, HS-grad,9, White,0,0,50, United-States, <=50K
44,202692, Masters,14, White,0,0,40, United-States, <=50K
44,109339, 11th,7, Other,0,0,46, Puerto-Rico, <=50K
26,108658, HS-grad,9, White,0,0,40, United-States, <=50K
36,197202, HS-grad,9, Black,0,0,40, United-States, <=50K
41,101739, Assoc-acdm,12, White,0,0,50, United-States, >50K
67,231559, Prof-school,15, White,20051,0,48, United-States, >50K
39,207853, 12th,8, White,0,0,50, United-States, <=50K
57,190942, 1st-4th,2, Black,0,0,30, United-States, <=50K
29,102345, Assoc-voc,11, White,0,0,40, United-States, <=50K
31,41493, Bachelors,13, White,0,0,45, United-States, <=50K
34,190027, HS-grad,9, Black,0,0,40, United-States, <=50K
44,210525, Some-college,10, White,0,0,40, United-States, <=50K
29,133937, Doctorate,16, White,0,0,40, United-States, <=50K
30,237903, Some-college,10, White,0,0,40, United-States, <=50K
27,163862, HS-grad,9, White,0,0,40, United-States, <=50K
27,201872, Some-college,10, White,0,0,50, United-States, <=50K
32,84179, HS-grad,9, White,0,0,45, United-States, <=50K
58,51662, 10th,6, White,0,0,8, United-States, <=50K
35,233327, Some-college,10, White,0,0,40, United-States, <=50K
21,259510, HS-grad,9, White,0,0,36, United-States, <=50K
28,184831, Some-college,10, White,0,0,40, United-States, <=50K
46,245724, Some-college,10, White,0,0,50, United-States, <=50K
36,27053, HS-grad,9, White,0,0,40, United-States, <=50K
72,205343, 11th,7, White,0,0,40, United-States, <=50K
35,229328, HS-grad,9, Black,0,0,40, United-States, <=50K
33,319560, Assoc-voc,11, Black,0,0,40, United-States, >50K
69,136218, 11th,7, White,0,0,40, United-States, <=50K
35,54576, HS-grad,9, White,0,0,40, United-States, <=50K
31,323069, HS-grad,9, White,0,0,20, ?, <=50K
34,148291, HS-grad,9, White,0,0,32, United-States, <=50K
30,152453, 11th,7, White,0,0,40, Mexico, <=50K
28,114053, Bachelors,13, White,0,0,55, United-States, <=50K
54,212960, Bachelors,13, White,0,0,35, United-States, >50K
47,264052, Some-college,10, White,0,0,50, United-States, >50K
24,82804, HS-grad,9, Black,0,0,40, United-States, <=50K
52,334273, Bachelors,13, White,0,0,60, United-States, >50K
20,27337, HS-grad,9, Amer-Indian-Eskimo,0,0,48, United-States, <=50K
43,188436, Masters,14, White,5013,0,45, United-States, <=50K
45,433665, 7th-8th,4, White,0,0,40, Mexico, <=50K
29,110663, HS-grad,9, White,0,0,35, United-States, <=50K
47,87490, Masters,14, White,0,0,42, United-States, <=50K
24,354351, HS-grad,9, White,0,0,40, United-States, <=50K
51,95469, HS-grad,9, White,0,0,40, United-States, <=50K
17,242718, 11th,7, White,0,0,12, United-States, <=50K
37,22463, Assoc-voc,11, White,0,1977,40, United-States, >50K
27,158156, Doctorate,16, White,0,0,70, United-States, <=50K
29,350162, Bachelors,13, White,0,0,40, United-States, >50K
18,165532, 12th,8, White,0,0,25, United-States, <=50K
36,28738, Assoc-acdm,12, White,0,0,35, United-States, <=50K
58,283635, Bachelors,13, White,0,0,40, United-States, <=50K
26,86646, Some-college,10, White,0,0,45, United-States, <=50K
65,195733, Some-college,10, White,0,0,30, United-States, >50K
57,69884, HS-grad,9, White,0,0,40, United-States, >50K
59,199713, HS-grad,9, White,0,0,40, United-States, <=50K
27,181659, HS-grad,9, White,0,0,40, United-States, <=50K
31,340939, Bachelors,13, White,0,0,40, United-States, <=50K
21,197747, Some-college,10, White,0,0,24, United-States, <=50K
29,34292, Some-college,10, White,0,0,60, United-States, <=50K
18,156764, 11th,7, White,0,0,40, United-States, <=50K
52,25826, 10th,6, White,0,1887,47, United-States, >50K
57,103948, Bachelors,13, White,0,0,80, United-States, <=50K
42,137390, HS-grad,9, White,0,0,40, United-States, <=50K
55,105138, HS-grad,9, Asian-Pac-Islander,0,0,40, United-States, <=50K
60,39352, 7th-8th,4, White,0,0,48, United-States, >50K
31,168387, Bachelors,13, White,7688,0,40, Canada, >50K
23,117789, Bachelors,13, White,0,0,40, United-States, <=50K
27,267147, HS-grad,9, White,0,0,40, United-States, <=50K
23,99399, Some-college,10, Amer-Indian-Eskimo,0,0,25, United-States, <=50K
42,214242, Prof-school,15, White,0,1902,50, United-States, >50K
25,200408, Some-college,10, White,2174,0,40, United-States, <=50K
49,136455, Bachelors,13, White,0,0,45, United-States, <=50K
32,239824, Bachelors,13, White,0,0,40, United-States, <=50K
19,217039, Some-college,10, White,0,0,28, United-States, <=50K
60,51290, 7th-8th,4, White,0,0,40, United-States, <=50K
42,175674, 9th,5, White,0,0,40, United-States, <=50K
35,194404, Assoc-acdm,12, White,0,0,40, United-States, <=50K
48,45612, HS-grad,9, Black,0,0,37, United-States, <=50K
51,410114, Masters,14, White,0,0,40, United-States, >50K
29,182521, HS-grad,9, Amer-Indian-Eskimo,0,0,40, United-States, <=50K
36,339772, HS-grad,9, Black,0,0,40, United-States, <=50K
17,169658, 10th,6, White,0,0,21, United-States, <=50K
52,200853, Masters,14, White,6849,0,60, United-States, <=50K
24,247564, HS-grad,9, White,0,0,40, United-States, <=50K
24,249909, HS-grad,9, White,0,0,50, United-States, <=50K
26,208122, Bachelors,13, White,1055,0,40, United-States, <=50K
27,109881, Bachelors,13, White,0,0,20, United-States, <=50K
39,207824, HS-grad,9, White,0,0,60, United-States, <=50K
30,369027, HS-grad,9, Black,0,0,45, United-States, <=50K
50,114117, HS-grad,9, White,0,0,32, United-States, <=50K
52,51048, Bachelors,13, White,0,0,55, United-States, <=50K
46,102388, Prof-school,15, White,15024,0,45, United-States, >50K
23,190483, Bachelors,13, White,0,0,20, United-States, <=50K
45,462440, 11th,7, Black,0,0,20, United-States, <=50K
65,109351, 9th,5, Black,0,0,24, United-States, <=50K
29,34383, Assoc-voc,11, White,0,0,55, United-States, <=50K
47,241832, 9th,5, White,0,0,40, El-Salvador, <=50K
30,124187, HS-grad,9, Black,0,0,60, United-States, <=50K
34,153614, HS-grad,9, White,0,0,45, United-States, >50K
38,267556, HS-grad,9, White,0,0,64, United-States, <=50K
33,205469, Some-college,10, White,0,0,40, United-States, >50K
49,268090, Bachelors,13, White,0,0,26, United-States, >50K
47,165039, Some-college,10, Black,0,0,40, United-States, <=50K
49,120451, 10th,6, Black,0,0,40, United-States, <=50K
43,154374, Some-college,10, White,15024,0,60, United-States, >50K
30,103649, Bachelors,13, Black,0,0,40, United-States, >50K
58,35723, HS-grad,9, White,0,0,60, United-States, <=50K
19,262601, HS-grad,9, White,0,0,14, United-States, <=50K
21,226181, Bachelors,13, White,0,0,40, United-States, <=50K
33,175697, Bachelors,13, White,15024,0,60, United-States, >50K
47,248145, 5th-6th,3, White,0,0,50, Cuba, <=50K
52,289436, Doctorate,16, White,0,0,60, United-States, >50K
26,75654, HS-grad,9, White,0,0,55, United-States, <=50K
60,199378, HS-grad,9, White,0,0,40, United-States, <=50K
21,160968, Some-college,10, White,0,0,40, United-States, <=50K
36,188563, Some-college,10, White,5178,0,50, United-States, >50K
31,55849, Some-college,10, White,0,0,45, United-States, <=50K
50,195322, Doctorate,16, White,0,0,40, United-States, >50K
31,402089, HS-grad,9, White,0,0,40, United-States, <=50K
71,78277, HS-grad,9, White,0,0,15, United-States, <=50K
58,158611, HS-grad,9, White,0,0,50, United-States, <=50K
30,169496, Bachelors,13, White,0,0,40, United-States, >50K
20,130959, Some-college,10, White,0,0,20, United-States, <=50K
24,556660, HS-grad,9, White,4101,0,50, United-States, <=50K
35,292472, Doctorate,16, Asian-Pac-Islander,0,0,40, Taiwan, >50K
38,143774, Some-college,10, White,0,0,45, United-States, <=50K
27,288341, HS-grad,9, White,0,0,32, United-States, <=50K
29,71592, Some-college,10, Asian-Pac-Islander,0,0,40, Philippines, <=50K
70,167358, 9th,5, White,1111,0,15, United-States, <=50K
34,106742, HS-grad,9, White,0,0,45, United-States, <=50K
44,219288, 7th-8th,4, White,0,0,35, United-States, <=50K
43,174524, HS-grad,9, White,0,0,40, United-States, >50K
44,335183, 12th,8, Black,0,0,40, United-States, >50K
35,261293, Masters,14, White,0,0,60, United-States, <=50K
27,111900, Some-college,10, White,0,0,40, United-States, <=50K
43,194360, Masters,14, White,0,0,38, United-States, <=50K
20,81145, Some-college,10, White,0,0,25, United-States, <=50K
42,341204, Assoc-acdm,12, White,8614,0,40, United-States, >50K
27,249362, Some-college,10, White,3411,0,40, United-States, <=50K
42,247019, HS-grad,9, Black,0,0,40, United-States, >50K
20,114746, 11th,7, Asian-Pac-Islander,0,1762,40, South, <=50K
24,172146, 9th,5, White,0,1721,40, United-States, <=50K
48,110457, Some-college,10, White,0,0,40, United-States, <=50K
17,80077, 11th,7, White,0,0,20, United-States, <=50K
17,368700, 11th,7, White,0,0,10, United-States, <=50K
33,182556, Bachelors,13, White,0,0,40, United-States, >50K
50,219420, HS-grad,9, White,0,0,50, United-States, >50K
22,240817, HS-grad,9, White,2597,0,40, United-States, <=50K
17,102726, 12th,8, White,0,0,16, United-States, <=50K
32,226267, Some-college,10, White,0,0,40, Mexico, <=50K
31,125457, HS-grad,9, White,0,0,45, United-States, <=50K
58,204021, HS-grad,9, White,0,0,50, United-States, <=50K
29,92262, HS-grad,9, White,0,0,48, United-States, <=50K
37,161141, Assoc-voc,11, White,0,0,40, Portugal, >50K
34,190290, HS-grad,9, White,0,0,40, United-States, >50K
23,430828, Some-college,10, Black,0,0,40, United-States, <=50K
18,59342, 11th,7, White,0,0,5, United-States, <=50K
34,136721, HS-grad,9, White,0,0,40, United-States, <=50K
66,149422, 7th-8th,4, White,0,0,4, United-States, <=50K
45,86644, Bachelors,13, White,0,0,55, United-States, <=50K
41,195124, Masters,14, White,0,0,35, Dominican-Republic, <=50K
26,167350, HS-grad,9, White,0,0,30, United-States, <=50K
54,113000, Some-college,10, White,0,0,40, United-States, <=50K
24,140027, Some-college,10, Black,0,0,45, United-States, <=50K
42,262425, Some-college,10, White,0,0,50, United-States, <=50K
20,316702, Some-college,10, White,0,0,20, United-States, <=50K
23,335453, Bachelors,13, White,0,0,20, United-States, <=50K
25,202480, Assoc-acdm,12, White,0,0,45, United-States, <=50K
35,203628, Masters,14, White,0,0,60, United-States, >50K
31,118710, Masters,14, White,0,1902,40, United-States, >50K
30,189620, Bachelors,13, White,0,0,40, Poland, <=50K
19,475028, HS-grad,9, White,0,0,20, United-States, <=50K
36,110866, Bachelors,13, White,0,0,50, United-States, <=50K
31,243605, Bachelors,13, White,0,1380,40, Cuba, <=50K
21,163870, Some-college,10, White,0,0,30, United-States, <=50K
31,80145, Some-college,10, White,0,0,40, United-States, <=50K
46,295566, Doctorate,16, White,25236,0,65, United-States, >50K
44,63042, Bachelors,13, White,0,0,50, United-States, >50K
40,229148, 12th,8, Black,0,0,40, Jamaica, <=50K
45,242552, Some-college,10, Black,0,0,40, United-States, <=50K
60,177665, HS-grad,9, White,0,0,35, United-States, <=50K
18,208103, 11th,7, White,0,0,25, United-States, <=50K
28,296450, Bachelors,13, White,0,0,40, United-States, <=50K
36,70282, Some-college,10, Black,0,0,40, United-States, <=50K
36,271767, Bachelors,13, White,0,0,40, ?, <=50K
40,144995, Assoc-voc,11, White,4386,0,40, United-States, <=50K
36,382635, Bachelors,13, White,0,0,35, Honduras, <=50K
31,295697, HS-grad,9, Black,0,0,40, United-States, <=50K
33,194141, HS-grad,9, White,0,0,40, United-States, <=50K
19,378418, HS-grad,9, White,0,0,40, United-States, <=50K
22,214399, Some-college,10, White,0,0,15, United-States, <=50K
34,217460, Bachelors,13, White,0,0,45, United-States, >50K
33,182556, HS-grad,9, White,0,0,40, United-States, <=50K
41,125831, HS-grad,9, White,0,2051,60, United-States, <=50K
29,271328, Bachelors,13, White,4650,0,40, United-States, <=50K
50,50459, HS-grad,9, White,0,0,42, United-States, >50K
42,162140, Bachelors,13, White,7298,0,45, United-States, >50K
43,177937, Bachelors,13, White,0,0,40, ?, >50K
44,111502, HS-grad,9, White,0,0,40, United-States, <=50K
20,299047, Some-college,10, White,0,0,20, United-States, <=50K
31,223212, HS-grad,9, White,0,0,40, Mexico, <=50K
65,118474, 11th,7, White,9386,0,59, ?, >50K
23,352139, Some-college,10, White,0,0,24, United-States, <=50K
55,173093, Some-college,10, Asian-Pac-Islander,0,0,40, United-States, <=50K
26,181655, Assoc-voc,11, White,0,2377,45, United-States, <=50K
25,332702, Assoc-voc,11, White,0,0,15, United-States, <=50K
45,51164, Some-college,10, Black,0,0,40, United-States, <=50K
35,234901, Some-college,10, White,2407,0,40, United-States, <=50K
36,131414, Some-college,10, Black,0,0,36, United-States, <=50K
43,260960, Bachelors,13, White,0,0,50, United-States, <=50K
56,156052, HS-grad,9, Black,594,0,20, United-States, <=50K
42,279914, Bachelors,13, White,0,0,40, United-States, >50K
19,192453, Some-college,10, White,0,0,25, United-States, <=50K
55,200939, HS-grad,9, White,0,0,72, United-States, <=50K
42,151408, Masters,14, White,14084,0,50, United-States, >50K
26,112847, Assoc-voc,11, White,0,0,40, United-States, <=50K
17,316929, 12th,8, White,0,0,20, United-States, <=50K
42,126319, Bachelors,13, White,0,0,40, United-States, >50K
55,197422, HS-grad,9, White,7688,0,40, United-States, >50K
32,267736, Some-college,10, Black,0,0,40, United-States, <=50K
29,267034, 11th,7, Black,0,0,40, Haiti, <=50K
46,193047, Bachelors,13, White,0,0,37, United-States, <=50K
29,356089, Bachelors,13, White,7688,0,40, United-States, >50K
